crop,soil_type,season,ph_min,ph_max,nitrogen_req,phosphorus_req,potassium_req,rainfall_min_mm,rainfall_max_mm,temp_min_c,temp_max_c,irrigation_type,yield_ton_per_acre,cost_rs_per_acre,price_rs_per_ton,profit_rs_per_acre,risk_score,climate_score
Banana,Loamy,Kharif,5.6,7.5,168,88,88,500,930,16,33,Flood,2.54,31012.0,13549.0,3402.0,0.56,0.65
Banana,Loamy,Rabi,5.9,7.1,40,88,126,471,1452,17,29,Rainfed,2.65,31012.0,13549.0,4892.0,0.43,0.94
Banana,Loamy,Summer,5.4,7.5,97,37,98,617,1332,11,27,Rainfed,2.58,31012.0,13549.0,3944.0,0.22,0.8
Banana,Loamy,All,5.5,6.6,134,22,115,607,1476,16,34,Drip,3.17,31012.0,13549.0,11938.0,0.18,0.73
Banana,Clay,Kharif,5.9,6.8,91,61,36,450,716,10,23,Flood,2.73,31012.0,13549.0,5976.0,0.44,0.76
Banana,Clay,Rabi,5.2,6.8,158,84,102,356,1174,15,27,Drip,2.74,31012.0,13549.0,6112.0,0.58,0.6
Banana,Clay,Summer,5.0,7.5,173,80,130,497,769,22,38,Sprinkler,3.2,31012.0,13549.0,12344.0,0.37,0.85
Banana,Clay,All,5.6,8.0,46,76,81,723,1666,10,24,Flood,3.14,31012.0,13549.0,11531.0,0.46,0.61
Banana,Silty,Kharif,5.4,7.9,152,74,120,363,669,12,26,Rainfed,3.03,31012.0,13549.0,10041.0,0.28,0.83
Banana,Silty,Rabi,5.1,6.9,163,46,53,349,886,20,31,Flood,3.22,31012.0,13549.0,12615.0,0.35,0.69
Banana,Silty,Summer,5.3,6.9,153,62,120,530,1446,14,28,Rainfed,3.07,31012.0,13549.0,10583.0,0.17,0.7
Banana,Silty,All,5.2,7.1,132,57,59,783,1716,12,26,Flood,3.02,31012.0,13549.0,9905.0,0.44,0.65
Banana,Peaty,Kharif,5.8,6.7,114,69,52,626,1059,10,23,Sprinkler,2.39,31012.0,13549.0,1370.0,0.11,0.73
Banana,Peaty,Rabi,5.5,7.8,172,71,81,616,990,15,27,Sprinkler,2.8,31012.0,13549.0,6925.0,0.29,0.92
Banana,Peaty,Summer,5.6,7.8,163,42,81,759,1347,10,21,Sprinkler,2.47,31012.0,13549.0,2454.0,0.2,0.65
Banana,Peaty,All,5.6,7.6,70,45,65,555,1225,19,29,Drip,3.05,31012.0,13549.0,10312.0,0.28,0.61
Mango,Sandy,Kharif,5.3,7.9,177,30,122,328,985,19,37,Drip,4.16,21700.0,57697.0,218321.0,0.5,0.66
Mango,Sandy,Rabi,5.9,7.8,98,78,42,320,1143,14,32,Sprinkler,3.87,21700.0,57697.0,201589.0,0.2,0.89
Mango,Sandy,Summer,5.1,7.9,173,58,27,406,839,13,30,Flood,3.89,21700.0,57697.0,202742.0,0.54,0.62
Mango,Sandy,All,5.8,6.6,162,34,76,342,1029,13,24,Drip,4.81,21700.0,57697.0,255824.0,0.25,0.6
Mango,Loamy,Kharif,5.4,7.9,153,44,95,712,1562,19,36,Rainfed,4.17,21700.0,57697.0,218898.0,0.3,0.69
Mango,Loamy,Rabi,5.6,7.0,163,85,56,787,1647,14,28,Drip,4.34,21700.0,57697.0,228706.0,0.44,0.78
Mango,Loamy,Summer,5.6,6.7,86,82,20,463,1184,17,34,Drip,4.04,21700.0,57697.0,211397.0,0.48,0.84
Mango,Loamy,All,5.1,7.8,127,88,125,393,791,22,33,Drip,4.1,21700.0,57697.0,214859.0,0.35,0.71
Mango,Clay,Kharif,5.5,6.7,116,46,93,644,1002,15,27,Drip,5.13,21700.0,57697.0,274287.0,0.49,0.9
Mango,Clay,Rabi,5.6,6.7,172,80,103,604,1230,22,36,Drip,5.43,21700.0,57697.0,291596.0,0.34,0.9
Mango,Clay,Summer,5.3,6.7,125,65,126,681,1203,17,31,Flood,4.75,21700.0,57697.0,252362.0,0.48,0.6
Mango,Clay,All,5.9,6.6,144,65,102,712,1055,17,31,Rainfed,5.22,21700.0,57697.0,279480.0,0.2,0.83
Mango,Silty,Kharif,5.3,7.7,46,61,74,704,1295,15,33,Drip,5.18,21700.0,57697.0,277172.0,0.41,0.75
Mango,Silty,Rabi,5.3,6.6,81,61,112,545,1483,19,36,Rainfed,5.15,21700.0,57697.0,275441.0,0.3,0.94
Mango,Silty,Summer,5.7,6.9,136,27,32,328,1182,15,29,Sprinkler,4.52,21700.0,57697.0,239092.0,0.24,0.77
Mango,Silty,All,5.9,6.6,145,39,131,377,1180,14,27,Rainfed,4.52,21700.0,57697.0,239092.0,0.26,0.79
Mango,Peaty,Kharif,5.7,7.3,114,22,37,695,1683,11,26,Sprinkler,5.38,21700.0,57697.0,288712.0,0.32,0.91
Mango,Peaty,Rabi,5.2,7.2,157,66,62,401,1294,21,35,Sprinkler,4.82,21700.0,57697.0,256401.0,0.57,0.65
Mango,Peaty,Summer,5.6,7.1,164,26,126,570,831,18,33,Rainfed,4.75,21700.0,57697.0,252362.0,0.6,0.94
Mango,Peaty,All,5.9,7.0,177,82,56,594,1135,20,31,Rainfed,4.75,21700.0,57697.0,252362.0,0.59,0.87
Papaya,Sandy,Kharif,5.1,7.9,88,29,118,650,1291,14,31,Flood,4.81,30850.0,50332.0,211249.0,0.6,0.65
Papaya,Sandy,Rabi,5.3,6.8,126,78,87,699,1608,21,37,Rainfed,3.99,30850.0,50332.0,169976.0,0.25,0.82
Papaya,Sandy,Summer,5.4,6.5,122,74,39,432,860,19,34,Flood,4.41,30850.0,50332.0,191116.0,0.2,0.89
Papaya,Sandy,All,5.9,7.8,79,44,118,375,786,14,26,Rainfed,3.37,30850.0,50332.0,138770.0,0.4,0.9
Papaya,Loamy,Kharif,5.8,7.3,57,61,131,461,896,20,33,Drip,3.83,30850.0,50332.0,161923.0,0.31,0.69
Papaya,Loamy,Rabi,5.9,6.8,130,23,37,749,1399,11,27,Rainfed,4.07,30850.0,50332.0,174003.0,0.47,0.86
Papaya,Loamy,Summer,5.4,7.2,142,45,46,694,1283,19,30,Rainfed,4.94,30850.0,50332.0,217792.0,0.35,0.8
Papaya,Loamy,All,5.5,6.7,93,35,140,550,1508,19,34,Sprinkler,4.02,30850.0,50332.0,171486.0,0.21,0.63
Papaya,Clay,Kharif,5.5,7.2,170,34,140,533,749,10,26,Flood,3.99,30850.0,50332.0,169976.0,0.53,0.72
Papaya,Clay,Rabi,5.9,7.8,151,58,49,659,945,20,36,Flood,3.35,30850.0,50332.0,137763.0,0.58,0.86
Papaya,Clay,Summer,5.9,6.6,103,42,92,304,635,18,30,Drip,4.48,30850.0,50332.0,194639.0,0.48,0.62
Papaya,Clay,All,5.8,7.8,115,67,99,512,873,16,28,Drip,4.88,30850.0,50332.0,214772.0,0.58,0.86
Papaya,Silty,Kharif,5.8,6.8,68,40,23,554,962,14,30,Sprinkler,4.84,30850.0,50332.0,212759.0,0.23,0.71
Papaya,Silty,Rabi,5.8,7.0,160,24,114,746,1093,16,26,Flood,4.6,30850.0,50332.0,200679.0,0.46,0.66
Papaya,Silty,Summer,5.1,7.0,97,31,73,333,648,17,34,Flood,4.75,30850.0,50332.0,208229.0,0.37,0.65
Papaya,Silty,All,5.6,7.5,119,80,80,760,1223,12,27,Sprinkler,4.92,30850.0,50332.0,216785.0,0.43,0.63
Papaya,Peaty,Kharif,5.5,7.7,90,36,48,563,895,22,34,Drip,4.42,30850.0,50332.0,191619.0,0.47,0.85
Papaya,Peaty,Rabi,5.3,7.4,103,48,52,394,1341,20,34,Sprinkler,4.51,30850.0,50332.0,196149.0,0.33,0.81
Papaya,Peaty,Summer,5.5,8.0,108,36,61,516,1099,20,32,Rainfed,4.57,30850.0,50332.0,199169.0,0.5,0.82
Papaya,Peaty,All,5.8,8.0,43,38,101,317,760,12,28,Sprinkler,3.35,30850.0,50332.0,137763.0,0.34,0.9
Guava,Sandy,Kharif,5.4,8.0,156,53,89,525,845,21,35,Sprinkler,2.28,34211.0,53737.0,88310.0,0.55,0.69
Guava,Sandy,Rabi,5.8,7.2,180,78,104,349,1233,15,33,Sprinkler,2.01,34211.0,53737.0,73801.0,0.28,0.82
Guava,Sandy,Summer,6.0,6.7,98,78,126,356,679,18,32,Drip,2.8,34211.0,53737.0,116253.0,0.25,0.75
Guava,Sandy,All,6.0,6.6,169,43,70,719,1442,13,25,Drip,2.71,34211.0,53737.0,111417.0,0.2,0.86
Guava,Loamy,Kharif,5.5,7.7,175,87,26,709,1454,15,33,Drip,2.63,34211.0,53737.0,107118.0,0.6,0.66
Guava,Loamy,Rabi,5.2,7.5,97,39,89,782,1606,16,29,Sprinkler,2.0,34211.0,53737.0,73263.0,0.58,0.74
Guava,Loamy,Summer,5.4,7.3,147,80,79,464,803,21,35,Rainfed,2.02,34211.0,53737.0,74338.0,0.45,0.83
Guava,Loamy,All,5.2,7.6,57,27,116,510,853,12,29,Drip,2.7,34211.0,53737.0,110879.0,0.5,0.93
Guava,Clay,Kharif,5.2,7.7,147,70,95,399,853,15,26,Drip,2.89,34211.0,53737.0,121090.0,0.24,0.91
Guava,Clay,Rabi,5.1,7.6,78,46,76,372,1260,14,29,Rainfed,2.57,34211.0,53737.0,103894.0,0.36,0.78
Guava,Clay,Summer,5.8,7.4,99,76,58,720,1047,18,35,Drip,2.02,34211.0,53737.0,74338.0,0.59,0.92
Guava,Clay,All,5.3,6.9,50,68,127,756,1217,11,28,Flood,2.52,34211.0,53737.0,101207.0,0.54,0.84
Guava,Silty,Kharif,5.8,7.6,97,86,33,345,1294,19,34,Drip,2.8,34211.0,53737.0,116253.0,0.43,0.89
Guava,Silty,Rabi,6.0,7.1,66,55,127,670,1620,14,28,Sprinkler,2.36,34211.0,53737.0,92609.0,0.52,0.94
Guava,Silty,Summer,5.1,6.7,164,51,94,553,979,19,35,Sprinkler,2.05,34211.0,53737.0,75950.0,0.49,0.85
Guava,Silty,All,5.6,7.8,136,86,131,773,1656,16,26,Rainfed,2.53,34211.0,53737.0,101744.0,0.5,0.93
Guava,Peaty,Kharif,5.6,6.7,101,66,94,644,1570,19,35,Flood,2.65,34211.0,53737.0,108193.0,0.12,0.83
Guava,Peaty,Rabi,5.4,7.2,173,24,140,504,1347,21,37,Rainfed,2.16,34211.0,53737.0,81861.0,0.19,0.82
Guava,Peaty,Summer,5.3,6.9,145,23,113,533,992,15,30,Sprinkler,2.9,34211.0,53737.0,121627.0,0.22,0.76
Guava,Peaty,All,5.0,7.2,107,40,46,585,1574,18,33,Flood,2.69,34211.0,53737.0,110342.0,0.49,0.66
Pineapple,Sandy,Kharif,5.5,7.7,98,60,126,456,759,21,32,Flood,3.7,17499.0,16266.0,42684.0,0.35,0.67
Pineapple,Sandy,Rabi,5.4,6.9,164,64,63,712,1360,15,27,Drip,3.72,17499.0,16266.0,43010.0,0.16,0.8
Pineapple,Sandy,Summer,5.9,7.6,115,88,42,503,1336,21,32,Drip,3.35,17499.0,16266.0,36991.0,0.46,0.92
Pineapple,Sandy,All,5.7,7.8,77,63,88,481,1087,12,28,Rainfed,4.55,17499.0,16266.0,56510.0,0.47,0.91
Pineapple,Loamy,Kharif,5.8,7.4,61,61,48,526,767,13,31,Drip,4.27,17499.0,16266.0,51956.0,0.24,0.77
Pineapple,Loamy,Rabi,5.8,8.0,102,48,76,631,1052,12,22,Sprinkler,3.59,17499.0,16266.0,40895.0,0.11,0.81
Pineapple,Loamy,Summer,5.8,7.1,89,72,43,734,1465,19,35,Flood,4.39,17499.0,16266.0,53908.0,0.45,0.94
Pineapple,Loamy,All,5.8,6.9,134,66,135,773,1213,15,33,Sprinkler,3.32,17499.0,16266.0,36504.0,0.45,0.71
Pineapple,Clay,Kharif,5.8,7.6,177,36,32,769,1488,21,38,Sprinkler,3.37,17499.0,16266.0,37317.0,0.51,0.68
Pineapple,Clay,Rabi,5.3,7.6,97,79,54,594,848,17,34,Flood,4.14,17499.0,16266.0,49841.0,0.13,0.95
Pineapple,Clay,Summer,5.0,7.2,54,64,81,744,1667,12,23,Sprinkler,3.3,17499.0,16266.0,36178.0,0.46,0.8
Pineapple,Clay,All,5.9,7.6,165,75,110,691,1027,16,29,Flood,3.69,17499.0,16266.0,42522.0,0.45,0.71
Pineapple,Silty,Kharif,5.2,7.7,170,72,38,692,1444,20,35,Rainfed,4.75,17499.0,16266.0,59764.0,0.13,0.86
Pineapple,Silty,Rabi,5.6,7.7,58,28,87,511,1458,12,25,Drip,4.77,17499.0,16266.0,60089.0,0.49,0.95
Pineapple,Silty,Summer,5.8,6.5,166,35,62,345,641,16,32,Flood,3.81,17499.0,16266.0,44474.0,0.34,0.9
Pineapple,Silty,All,5.2,7.0,85,75,132,429,1140,11,23,Sprinkler,3.84,17499.0,16266.0,44962.0,0.21,0.94
Pineapple,Peaty,Kharif,5.6,7.0,64,87,52,310,1130,10,28,Rainfed,4.29,17499.0,16266.0,52281.0,0.15,0.6
Pineapple,Peaty,Rabi,6.0,6.5,123,69,59,314,1095,19,34,Rainfed,4.73,17499.0,16266.0,59438.0,0.19,0.82
Pineapple,Peaty,Summer,5.2,6.8,128,32,131,649,1007,19,34,Drip,4.63,17499.0,16266.0,57812.0,0.45,0.91
Pineapple,Peaty,All,5.2,6.7,153,23,99,319,1069,22,33,Sprinkler,4.7,17499.0,16266.0,58950.0,0.15,0.84
Orange,Sandy,Kharif,5.2,6.7,126,78,138,637,1398,16,33,Rainfed,4.75,10692.0,20034.0,84471.0,0.13,0.69
Orange,Sandy,Rabi,5.1,7.9,165,44,121,506,748,15,25,Flood,5.0,10692.0,20034.0,89480.0,0.55,0.85
Orange,Sandy,Summer,5.8,6.6,173,31,104,635,1163,18,36,Flood,4.91,10692.0,20034.0,87677.0,0.42,0.7
Orange,Sandy,All,5.1,7.6,114,74,71,522,1108,11,28,Rainfed,4.43,10692.0,20034.0,78060.0,0.26,0.77
Orange,Loamy,Kharif,5.4,7.2,113,27,87,725,967,13,24,Sprinkler,5.15,10692.0,20034.0,92485.0,0.47,0.8
Orange,Loamy,Rabi,5.2,7.0,52,88,23,324,834,16,29,Sprinkler,5.28,10692.0,20034.0,95090.0,0.13,0.89
Orange,Loamy,Summer,5.9,7.6,174,42,85,489,1386,21,31,Drip,3.74,10692.0,20034.0,64237.0,0.57,0.91
Orange,Loamy,All,5.7,6.6,92,83,46,592,1447,19,29,Rainfed,5.2,10692.0,20034.0,93487.0,0.2,0.84
Orange,Clay,Kharif,5.9,6.5,101,62,42,499,932,15,31,Rainfed,3.84,10692.0,20034.0,66240.0,0.4,0.82
Orange,Clay,Rabi,5.3,7.9,119,46,140,749,1618,21,35,Flood,4.79,10692.0,20034.0,85273.0,0.31,0.74
Orange,Clay,Summer,5.3,7.9,164,52,96,305,1146,21,37,Rainfed,4.8,10692.0,20034.0,85473.0,0.32,0.83
Orange,Clay,All,5.2,7.5,69,40,135,705,1405,11,23,Sprinkler,3.86,10692.0,20034.0,66641.0,0.47,0.93
Orange,Silty,Kharif,5.7,7.5,112,88,56,445,1228,14,25,Rainfed,4.26,10692.0,20034.0,74654.0,0.54,0.67
Orange,Silty,Rabi,5.1,7.8,91,36,86,318,998,17,28,Rainfed,3.97,10692.0,20034.0,68844.0,0.52,0.66
Orange,Silty,Summer,5.8,7.7,101,75,98,489,1137,21,33,Flood,4.62,10692.0,20034.0,81867.0,0.12,0.93
Orange,Silty,All,5.8,6.8,93,60,25,591,805,12,27,Sprinkler,5.2,10692.0,20034.0,93487.0,0.28,0.67
Orange,Peaty,Kharif,5.6,7.1,79,57,84,332,762,12,25,Sprinkler,4.73,10692.0,20034.0,84071.0,0.32,0.9
Orange,Peaty,Rabi,5.1,6.9,175,56,91,382,728,18,33,Rainfed,3.76,10692.0,20034.0,64637.0,0.13,0.78
Orange,Peaty,Summer,5.0,7.6,122,67,24,373,679,20,33,Rainfed,4.24,10692.0,20034.0,74254.0,0.38,0.88
Orange,Peaty,All,5.8,6.7,97,24,92,579,854,10,27,Flood,4.06,10692.0,20034.0,70648.0,0.41,0.76
Lemon,Sandy,Kharif,5.3,8.0,156,81,137,760,1116,17,35,Sprinkler,4.66,24540.0,44778.0,184126.0,0.24,0.86
Lemon,Sandy,Rabi,6.0,7.1,105,40,67,678,899,16,30,Drip,4.28,24540.0,44778.0,167111.0,0.31,0.91
Lemon,Sandy,Summer,5.9,8.0,72,65,46,782,1397,16,32,Flood,5.73,24540.0,44778.0,232039.0,0.32,0.74
Lemon,Sandy,All,5.4,7.0,142,37,112,571,981,13,26,Drip,5.38,24540.0,44778.0,216367.0,0.57,0.86
Lemon,Loamy,Kharif,5.8,7.0,158,90,130,691,1309,15,29,Drip,5.02,24540.0,44778.0,200247.0,0.34,0.79
Lemon,Loamy,Rabi,5.5,7.9,145,26,45,411,956,18,30,Flood,6.16,24540.0,44778.0,251294.0,0.32,0.93
Lemon,Loamy,Summer,5.0,6.8,84,54,115,648,1424,22,34,Flood,5.4,24540.0,44778.0,217262.0,0.5,0.65
Lemon,Loamy,All,5.3,6.9,73,82,60,612,1593,19,37,Rainfed,5.61,24540.0,44778.0,226666.0,0.49,0.63
Lemon,Clay,Kharif,5.0,7.8,53,62,129,346,866,15,28,Drip,6.2,24540.0,44778.0,253085.0,0.25,0.62
Lemon,Clay,Rabi,5.6,7.0,154,80,63,660,1039,14,28,Rainfed,5.87,24540.0,44778.0,238308.0,0.18,0.91
Lemon,Clay,Summer,5.2,6.7,144,40,91,582,1425,17,31,Drip,6.24,24540.0,44778.0,254876.0,0.43,0.65
Lemon,Clay,All,5.4,7.6,74,68,80,494,1182,12,22,Sprinkler,6.14,24540.0,44778.0,250398.0,0.39,0.66
Lemon,Silty,Kharif,5.9,8.0,128,63,30,753,1331,11,23,Drip,5.5,24540.0,44778.0,221740.0,0.44,0.92
Lemon,Silty,Rabi,5.1,7.9,90,61,57,664,949,15,32,Rainfed,5.5,24540.0,44778.0,221740.0,0.4,0.95
Lemon,Silty,Summer,5.4,6.9,171,55,86,762,986,17,32,Drip,4.3,24540.0,44778.0,168006.0,0.22,0.71
Lemon,Silty,All,5.4,7.1,50,54,115,688,1560,17,28,Sprinkler,5.35,24540.0,44778.0,215023.0,0.17,0.94
Lemon,Peaty,Kharif,5.6,7.6,44,58,68,402,1083,16,32,Rainfed,5.65,24540.0,44778.0,228457.0,0.24,0.73
Lemon,Peaty,Rabi,5.4,7.3,148,72,110,475,810,15,29,Drip,5.22,24540.0,44778.0,209202.0,0.23,0.92
Lemon,Peaty,Summer,5.9,6.6,121,85,134,358,581,22,34,Rainfed,4.7,24540.0,44778.0,185918.0,0.19,0.62
Lemon,Peaty,All,5.6,6.9,62,29,21,670,883,21,36,Rainfed,4.52,24540.0,44778.0,177857.0,0.41,0.9
Grapes,Sandy,Kharif,5.1,6.7,75,45,137,681,964,12,23,Rainfed,3.05,29226.0,53923.0,135240.0,0.5,0.68
Grapes,Sandy,Rabi,5.0,6.6,122,87,44,543,945,21,38,Drip,3.76,29226.0,53923.0,173526.0,0.47,0.81
Grapes,Sandy,Summer,5.9,7.2,169,20,30,390,792,14,26,Drip,4.11,29226.0,53923.0,192399.0,0.45,0.63
Grapes,Sandy,All,5.2,7.0,98,40,70,625,1431,14,30,Sprinkler,3.38,29226.0,53923.0,153035.0,0.23,0.72
Grapes,Loamy,Kharif,5.2,6.5,104,56,116,382,648,10,21,Flood,3.57,29226.0,53923.0,163281.0,0.47,0.82
Grapes,Loamy,Rabi,5.8,6.6,154,21,115,645,935,15,30,Rainfed,3.91,29226.0,53923.0,181614.0,0.46,0.71
Grapes,Loamy,Summer,5.4,7.7,134,83,58,690,1390,15,33,Drip,3.39,29226.0,53923.0,153574.0,0.19,0.84
Grapes,Loamy,All,5.4,7.8,123,71,79,744,1419,17,29,Drip,4.17,29226.0,53923.0,195634.0,0.29,0.93
Grapes,Clay,Kharif,5.9,7.7,137,39,71,487,701,16,28,Drip,3.95,29226.0,53923.0,183771.0,0.19,0.63
Grapes,Clay,Rabi,5.4,6.7,126,45,22,554,1155,12,26,Sprinkler,3.39,29226.0,53923.0,153574.0,0.34,0.85
Grapes,Clay,Summer,5.4,7.9,80,82,105,330,891,11,22,Sprinkler,4.12,29226.0,53923.0,192938.0,0.4,0.65
Grapes,Clay,All,5.5,7.2,95,73,82,306,821,20,32,Sprinkler,4.0,29226.0,53923.0,186468.0,0.44,0.75
Grapes,Silty,Kharif,5.1,6.7,112,63,112,491,1396,12,27,Flood,3.14,29226.0,53923.0,140094.0,0.32,0.75
Grapes,Silty,Rabi,5.2,7.0,99,60,101,768,1455,22,36,Sprinkler,3.92,29226.0,53923.0,182154.0,0.27,0.67
Grapes,Silty,Summer,5.1,7.0,98,50,124,719,1174,17,34,Rainfed,3.52,29226.0,53923.0,160584.0,0.54,0.73
Grapes,Silty,All,5.1,7.0,175,82,79,608,1553,14,25,Flood,3.64,29226.0,53923.0,167055.0,0.2,0.87
Grapes,Peaty,Kharif,5.7,7.0,55,80,51,414,1262,10,25,Sprinkler,4.3,29226.0,53923.0,202645.0,0.34,0.65
Grapes,Peaty,Rabi,5.3,7.0,120,88,45,721,1582,13,24,Sprinkler,4.16,29226.0,53923.0,195095.0,0.47,0.67
Grapes,Peaty,Summer,5.8,6.9,136,74,109,719,930,14,28,Drip,3.26,29226.0,53923.0,146564.0,0.11,0.83
Grapes,Peaty,All,5.8,6.6,159,38,77,620,1211,18,30,Flood,4.2,29226.0,53923.0,197252.0,0.15,0.7
Apple,Sandy,Kharif,5.2,6.7,44,35,26,744,1278,18,35,Sprinkler,2.47,20240.0,45902.0,93139.0,0.52,0.73
Apple,Sandy,Rabi,5.0,7.2,122,70,42,467,1294,22,32,Sprinkler,2.68,20240.0,45902.0,102778.0,0.48,0.61
Apple,Sandy,Summer,5.5,7.6,73,83,28,774,1043,12,24,Rainfed,2.91,20240.0,45902.0,113336.0,0.57,0.68
Apple,Sandy,All,5.8,8.0,126,30,72,475,1443,11,28,Flood,2.93,20240.0,45902.0,114254.0,0.36,0.82
Apple,Loamy,Kharif,5.4,6.7,62,46,77,381,699,22,36,Drip,2.58,20240.0,45902.0,98188.0,0.42,0.8
Apple,Loamy,Rabi,5.1,7.8,97,81,25,321,745,22,35,Drip,3.4,20240.0,45902.0,135828.0,0.17,0.71
Apple,Loamy,Summer,5.4,7.5,141,22,85,691,1187,17,27,Flood,2.94,20240.0,45902.0,114713.0,0.12,0.81
Apple,Loamy,All,5.2,7.4,41,64,109,341,1136,15,33,Drip,2.76,20240.0,45902.0,106450.0,0.18,0.6
Apple,Clay,Kharif,5.6,7.4,108,67,85,498,861,13,27,Sprinkler,2.53,20240.0,45902.0,95893.0,0.55,0.74
Apple,Clay,Rabi,5.7,7.2,154,85,118,507,916,12,23,Rainfed,2.75,20240.0,45902.0,105991.0,0.15,0.93
Apple,Clay,Summer,5.2,7.6,116,47,133,603,1113,15,32,Rainfed,3.05,20240.0,45902.0,119762.0,0.21,0.91
Apple,Clay,All,5.8,6.8,46,59,21,410,795,15,28,Flood,3.39,20240.0,45902.0,135369.0,0.29,0.71
Apple,Silty,Kharif,6.0,7.4,82,82,81,587,1398,14,27,Rainfed,3.01,20240.0,45902.0,117926.0,0.54,0.9
Apple,Silty,Rabi,5.6,7.8,110,20,58,527,1117,21,33,Rainfed,2.37,20240.0,45902.0,88548.0,0.21,0.67
Apple,Silty,Summer,5.4,7.8,59,55,73,634,856,14,24,Rainfed,2.65,20240.0,45902.0,101401.0,0.23,0.93
Apple,Silty,All,5.9,7.7,92,35,137,625,1587,20,30,Flood,2.5,20240.0,45902.0,94516.0,0.16,0.85
Apple,Peaty,Kharif,5.5,7.8,109,54,22,659,1435,17,28,Drip,2.55,20240.0,45902.0,96811.0,0.3,0.73
Apple,Peaty,Rabi,5.0,7.1,159,72,42,798,1011,19,29,Rainfed,3.41,20240.0,45902.0,136287.0,0.54,0.85
Apple,Peaty,Summer,5.7,6.8,108,23,105,439,831,13,30,Rainfed,3.45,20240.0,45902.0,138123.0,0.12,0.8
Apple,Peaty,All,5.9,7.3,165,49,111,734,1694,10,24,Sprinkler,2.41,20240.0,45902.0,90384.0,0.28,0.89
Pomegranate,Sandy,Kharif,5.7,7.3,122,64,72,389,1183,16,31,Flood,5.04,32349.0,29917.0,118432.0,0.48,0.65
Pomegranate,Sandy,Rabi,5.7,7.8,178,72,66,792,1434,11,25,Drip,3.94,32349.0,29917.0,85523.0,0.28,0.76
Pomegranate,Sandy,Summer,5.8,7.8,82,25,63,559,1399,12,27,Drip,4.82,32349.0,29917.0,111850.0,0.39,0.94
Pomegranate,Sandy,All,5.8,7.7,141,30,125,514,828,18,36,Rainfed,4.26,32349.0,29917.0,95097.0,0.39,0.69
Pomegranate,Loamy,Kharif,5.6,7.9,98,62,82,359,892,21,36,Flood,4.26,32349.0,29917.0,95097.0,0.51,0.68
Pomegranate,Loamy,Rabi,5.4,7.1,67,48,101,629,1293,12,25,Rainfed,4.89,32349.0,29917.0,113944.0,0.58,0.88
Pomegranate,Loamy,Summer,5.5,7.9,118,50,116,507,1017,13,31,Rainfed,4.99,32349.0,29917.0,116936.0,0.2,0.61
Pomegranate,Loamy,All,5.3,6.8,58,28,52,531,852,16,31,Flood,3.4,32349.0,29917.0,69368.0,0.4,0.72
Pomegranate,Clay,Kharif,5.4,7.0,162,25,106,551,783,17,32,Sprinkler,3.43,32349.0,29917.0,70266.0,0.45,0.9
Pomegranate,Clay,Rabi,5.4,7.3,65,74,108,600,1435,15,32,Rainfed,4.02,32349.0,29917.0,87917.0,0.58,0.87
Pomegranate,Clay,Summer,5.1,6.9,63,30,51,670,1602,20,31,Flood,4.02,32349.0,29917.0,87917.0,0.27,0.81
Pomegranate,Clay,All,5.5,7.0,155,47,98,510,807,10,22,Rainfed,4.96,32349.0,29917.0,116038.0,0.32,0.78
Pomegranate,Silty,Kharif,5.5,7.5,139,88,103,670,919,14,25,Flood,3.67,32349.0,29917.0,77446.0,0.33,0.9
Pomegranate,Silty,Rabi,5.0,7.4,149,34,107,379,657,13,30,Flood,3.8,32349.0,29917.0,81335.0,0.29,0.86
Pomegranate,Silty,Summer,5.7,6.8,136,25,58,393,821,15,32,Drip,4.58,32349.0,29917.0,104670.0,0.5,0.93
Pomegranate,Silty,All,5.1,6.7,73,23,76,554,1129,22,38,Rainfed,4.57,32349.0,29917.0,104371.0,0.55,0.73
Pomegranate,Peaty,Kharif,5.5,7.1,48,55,75,585,1503,16,27,Rainfed,3.53,32349.0,29917.0,73257.0,0.54,0.83
Pomegranate,Peaty,Rabi,5.5,7.3,102,37,35,312,677,11,23,Drip,4.13,32349.0,29917.0,91207.0,0.6,0.73
Pomegranate,Peaty,Summer,5.3,6.6,87,72,34,586,826,13,26,Drip,3.89,32349.0,29917.0,84027.0,0.47,0.74
Pomegranate,Peaty,All,5.4,7.3,43,34,87,640,1112,19,37,Rainfed,3.89,32349.0,29917.0,84027.0,0.51,0.71
Coconut,Sandy,Kharif,5.7,7.2,94,32,42,498,1264,20,38,Rainfed,2.33,13766.0,35059.0,67921.0,0.16,0.78
Coconut,Sandy,Rabi,5.9,6.6,171,29,92,384,836,20,36,Sprinkler,3.19,13766.0,35059.0,98071.0,0.51,0.74
Coconut,Sandy,Summer,5.8,6.6,122,70,23,398,1285,21,36,Flood,2.66,13766.0,35059.0,79490.0,0.52,0.68
Coconut,Sandy,All,5.9,7.2,170,72,102,746,1719,20,32,Drip,2.83,13766.0,35059.0,85450.0,0.24,0.87
Coconut,Loamy,Kharif,5.4,6.5,56,30,110,756,1751,12,22,Sprinkler,2.48,13766.0,35059.0,73179.0,0.24,0.83
Coconut,Loamy,Rabi,6.0,7.0,177,61,137,457,1138,18,35,Flood,3.0,13766.0,35059.0,91410.0,0.52,0.81
